CODIGO;FECHAPEDIDO;NUMERO;REFERENCIA;CANTIDADCOMPRA;UNIDADESCONSUMOCONTENIDAS;PRECIO;IMPORTELINEA;TIPOCOMPRA;ORIGEN;TGL;PRODUCTO
E85769;10/03/22;269975/22;33435;60;10;20.899808;125.398848;Concurso;0-18-1;ALMACENABLE;APàSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13
E99807;10/03/22;270410/22;178565.7;60;10;47.19;283.14;Concurso;0-18-1;ALMACENABLE;APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6
B40558;10/03/23;293472/23;400505;5;1;9.88899;49.44495;Concurso;0-18-172;TRANSITO;GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15
B41691;10/03/23;293529/23;400403;70;10;107.03;749.21;Concurso;0-4-1;ALMACENABLE;SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16
E64543;10/03/23;291331/23;403770;10;5;12.1;24.2;Compra menor;0-14-56;TRANSITO;APOSITO DE HIDROFIBRA  / CINTA-18
F43580;10/03/23;292885/23;409729;10;5;437.02;874.04;Compra menor;0-11-113;TRANSITO;EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32
F43581;10/03/23;297779/23;409726;15;5;461.31;1383.93;Compra menor;0-6-75;TRANSITO;EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36
F43581;10/03/23;292885/23;409726;5;5;461.31;461.31;Compra menor;0-11-113;TRANSITO;EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36
E64983;10/03/23;293771/23;157027.7;290;10;15.345;445.005;Compra menor;0-18-1;ALMACENABLE;APOSITO MALLADO C/ PARAFINA-38
E99808;10/03/23;295600/23;178567.1;50;10;62.59;312.95;Compra menor;0-14-43;TRANSITO;APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3
E99808;10/03/23;297780/23;178567.1;10;10;62.59;62.59;Compra menor;0-6-75;TRANSITO;APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3
E99808;10/03/23;291323/23;178567.1;120;10;62.59;751.08;Compra menor;0-14-56;TRANSITO;APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3
E99808;10/03/23;294286/23;178567.1;20;10;62.59;125.18;Compra menor;0-15-29;TRANSITO;APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3
B41691;10/04/15;317954/15;400403;20;10;102.803729;205.607458;Compra menor;0-10-1;ALMACENABLE;SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16
E64946;10/04/15;318032/15;66800248;170;10;18.7;317.9;Concurso;0-10-1;ALMACENABLE;APOSITO DE ESPUMA POLIURETANO-8
E64543;10/04/17;274042/17;403770;20;5;12.1;48.4;Compra menor;0-11-153;TRANSITO;APOSITO DE HIDROFIBRA  / CINTA-18
E64751;10/04/17;271587/17;1624W;1200;400;44;132;Compra menor;0-0-2;ALMACENABLE;APàSITO TRANSPARENTE ADHESIVO-24
E64898;10/04/17;274021/17;0037447;700;350;577.5;1155;Concurso;0-11-118;TRANSITO;APàSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21
E64750;10/04/18;315600/18;1626W;400;200;61.6;123.2;Compra menor;0-4-1;ALMACENABLE;APàSITO TRANSPARENTE ADHESIVO-20
B40558;10/04/19;323824/19;400505;6;1;9.9;59.4;Compra menor;0-18-102;TRANSITO;GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15
B40558;10/04/19;323869/19;400505;2;1;9.9;19.8;Compra menor;0-15-15;TRANSITO;GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15
E64765;10/04/19;325104/19;37167;480;480;83.96784;83.96784;Concurso;0-10-1;ALMACENABLE;APàSITO ABSORBENTE C/ ADHESIVO-23
E64911;10/04/19;324209/19;20701;600;300;792;1584;Compra menor;0-13-1;ALMACENABLE;APOSITO C/ CARBON Y PLATA-6
E64983;10/04/19;324523/19;157027.7;1000;10;17.259;1725.9;Concurso;0-13-1;ALMACENABLE;APOSITO MALLADO C/ PARAFINA-38
E64983;10/04/19;324526/19;157027.7;160;160;276.144;276.144;Concurso;0-4-1;ALMACENABLE;APOSITO MALLADO C/ PARAFINA-38
E65007;10/04/19;325080/19;20415;100;50;215.325;430.65;Compra menor;0-10-1;ALMACENABLE;APOSITO DE ESPUMA POLIURETANO / SACRO-11
E65056;10/04/19;324176/19;33533;78;3;1.28271;33.35046;Compra menor;0-10-1;ALMACENABLE;APOSITO DE HIDROCOLOIDE-9
E65056;10/04/19;324182/19;33533;219;3;1.28271;93.63783;Compra menor;0-18-1;ALMACENABLE;APOSITO DE HIDROCOLOIDE-9
E66071;10/04/19;324179/19;420680;1000;10;20.9;2090;Compra menor;0-13-1;ALMACENABLE;APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12
E64544;10/04/23;442585/23;420621;380;10;42.349958;1609.298404;Compra menor;0-8--1;ALMACENABLE;APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10
E64764;10/04/23;439590/23;37147;3840;640;78.0032;468.0192;Compra menor;0-18-1;ALMACENABLE;APàSITO ABSORBENTE C/ ADHESIVO-22
E64765;10/04/23;439590/23;0037167;1120;560;104.412;208.824;Compra menor;0-18-1;ALMACENABLE;APàSITO ABSORBENTE C/ ADHESIVO-23
E65007;10/04/23;439517/23;20415;100;50;235.51;471.02;Compra menor;0-8--1;ALMACENABLE;APOSITO DE ESPUMA POLIURETANO / SACRO-11
E65894;10/04/23;442133/23;157028.4;1000;10;34.98;3498;Compra menor;0-7-3;ALMACENABLE;APOSITO MALLADO C/ PARAFINA-39
E66071;10/04/23;439459/23;420680;500;10;18.59;929.5;Compra menor;0-8--1;ALMACENABLE;APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12
E85758;10/04/23;439448/23;33436;630;10;27.280155;1718.649765;Compra menor;0-8--1;ALMACENABLE;APàSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14
E99807;10/04/23;439738/23;178565.7;300;10;47.19;1415.7;Compra menor;0-13-1;ALMACENABLE;APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6
F44200;10/04/23;441579/23;421551;2;1;111.1022;222.2044;Compra menor;0-10-155;TRANSITO;BOMBA DE UN SOLO USO / TERAPIA PRESIàN NEGATIVA-40
F46846;10/04/23;439328/23;66802003;4;1;154;616;Compra menor;0-18-107;TRANSITO;BOMBA DE UN SOLO USO / TERAPIA PRESIàN NEGATIVA C/ APOSITO-27
E64488;10/05/16;498539/16;284300;300;50;441.639;2649.834;Compra menor;0-18-1;ALMACENABLE;APàSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3
E64751;10/05/16;498101/16;1624W;2800;400;44;308;Compra menor;0-18-1;ALMACENABLE;APàSITO TRANSPARENTE ADHESIVO-24
E64940;10/05/16;498539/16;291010;420;70;493.416;2960.496;Compra menor;0-18-1;ALMACENABLE;APOSITO MALLADO C/ SILICONA-0
E64946;10/05/16;498702/16;66800248;60;60;112.2;112.2;Compra menor;0-4-1;ALMACENABLE;APOSITO DE ESPUMA POLIURETANO-8
E67835;10/05/16;498709/16;66974941;300;100;20.37037;61.11111;Compra menor;0-10-1;ALMACENABLE;APOSITO ABSORBENTE S/ ADHESIVO-25
E64488;10/05/17;347700/17;284300;350;50;354.754125;2483.278875;Concurso;0-10-1;ALMACENABLE;APàSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3
E64932;10/05/17;347375/17;39001;30;5;5.24537;31.47222;Compra menor;0-6-1;ALMACENABLE;HIDROGEL-37
E65485;10/05/17;347515/17;33115;265;5;6.599996;349.799788;Concurso;0-10-1;ALMACENABLE;APOSITO DE HIDROCOLOIDE-3
E64898;10/05/17;346860/17;0037447;350;350;577.5;577.5;Concurso;0-18-103;TRANSITO;APàSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21
E64940;10/05/17;347700/17;291010;490;70;231.00462;1617.03234;Concurso;0-10-1;ALMACENABLE;APOSITO MALLADO C/ SILICONA-0
E65894;10/05/17;347398/17;157028.4;100;10;35.189001;351.89001;Concurso;0-6-1;ALMACENABLE;APOSITO MALLADO C/ PARAFINA-39
E64543;10/05/18;433515/18;403770;10;5;12.1;24.2;Compra menor;0-11-152;TRANSITO;APOSITO DE HIDROFIBRA  / CINTA-18
E64543;10/05/18;433516/18;403770;5;5;12.1;12.1;Compra menor;0-11-151;TRANSITO;APOSITO DE HIDROFIBRA  / CINTA-18
E64543;10/05/18;433522/18;403770;15;5;12.1;36.3;Compra menor;0-10-127;TRANSITO;APOSITO DE HIDROFIBRA  / CINTA-18
E64761;10/05/18;434641/18;265868.4;50;5;13.497;134.97;Compra menor;0-0-13;TRANSITO;APOSITO DE HIDROCOLOIDE C/ PLATA-2
E64544;10/05/18;434488/18;420621;50;10;42.9;214.5;Compra menor;0-0-2;ALMACENABLE;APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10
E64750;10/05/18;434344/18;1626W;800;200;61.6;246.4;Compra menor;0-18-1;ALMACENABLE;APàSITO TRANSPARENTE ADHESIVO-20
E64751;10/05/18;434343/18;1624W;2000;400;44;220;Compra menor;0-10-1;ALMACENABLE;APàSITO TRANSPARENTE ADHESIVO-24
E64765;10/05/18;434735/18;37167;1440;480;83.96784;251.90352;Concurso;0-18-1;ALMACENABLE;APàSITO ABSORBENTE C/ ADHESIVO-23
E64663;10/05/19;412047/19;413568;100;100;539.0055;539.0055;Concurso;0-0-2;ALMACENABLE;APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3
E64663;10/05/19;412048/19;413568;400;100;539.0055;2156.022;Concurso;0-13-1;ALMACENABLE;APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3
E64750;10/05/19;411881/19;1626W;600;200;61.6;184.8;Compra menor;0-18-1;ALMACENABLE;APàSITO TRANSPARENTE ADHESIVO-20
E64946;10/05/19;412460/19;66800248;110;10;16.5;181.5;Concurso;0-18-1;ALMACENABLE;APOSITO DE ESPUMA POLIURETANO-8
E64983;10/05/19;412894/19;157027.7;160;160;276.144;276.144;Concurso;0-10-1;ALMACENABLE;APOSITO MALLADO C/ PARAFINA-38
E65486;10/05/19;412820/19;33110;610;10;5.3416;325.8376;Concurso;0-10-1;ALMACENABLE;APOSITO DE HIDROCOLOIDE-6
E65509;10/05/19;412259/19;161445.2;80;10;53.888999;431.111992;Concurso;0-0-2;ALMACENABLE;APOSITO DE FIBRAS DE POLIACRILATO-3
E66071;10/05/19;412818/19;420680;150;10;20.9;313.5;Compra menor;0-10-1;ALMACENABLE;APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12
E70130;10/05/19;412048/19;187662;400;50;126.5;1012;Concurso;0-13-1;ALMACENABLE;APOSITO DE HIDROCOLOIDE-7
E85758;10/05/19;411993/19;33436;80;10;28.16;225.28;Compra menor;0-0-2;ALMACENABLE;APàSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14
E85758;10/05/19;411997/19;33436;60;10;28.16;168.96;Compra menor;0-18-1;ALMACENABLE;APàSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14
E85769;10/05/19;411993/19;33435;80;10;21.23;169.84;Compra menor;0-0-2;ALMACENABLE;APàSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13
E99807;10/05/19;412895/19;178565.7;110;10;47.3;520.3;Compra menor;0-10-1;ALMACENABLE;APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6
B40558;10/05/21;456173/21;400505;2;1;9.9;19.8;Compra menor;0-11-112;TRANSITO;GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15
E64488;10/05/21;455598/21;284300;650;50;330.004125;4290.053625;Concurso;0-10-1;ALMACENABLE;APàSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3
F43331;10/05/21;456875/21;ULTVFL05MD;5;5;577.5;577.5;Compra menor;0-11-151;TRANSITO;EQ. DE PRESION NEGATIVA CON INSTILACIàN-33
F43580;10/05/21;456179/21;M8275051/5;5;5;412.5;412.5;Compra menor;0-11-112;TRANSITO;EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32
E64751;10/05/21;455766/21;4628;2000;2000;198.000012;198.000012;Concurso;0-0-2;ALMACENABLE;APàSITO TRANSPARENTE ADHESIVO-24
E64932;10/05/21;456847/21;7311;120;40;30.822;92.466;Concurso;0-4-1;ALMACENABLE;HIDROGEL-37
E65007;10/05/21;453973/21;20415;50;50;215.325;215.325;Compra menor;0-10-1;ALMACENABLE;APOSITO DE ESPUMA POLIURETANO / SACRO-11
E65509;10/05/21;455475/21;161445.2;80;80;429.44;429.44;Concurso;0-0-2;ALMACENABLE;APOSITO DE FIBRAS DE POLIACRILATO-3
E65894;10/05/21;455478/21;157028.4;340;10;34.98;1189.32;Concurso;0-10-1;ALMACENABLE;APOSITO MALLADO C/ PARAFINA-39
E69682;10/05/21;456812/21;166680.2;140;10;131.89;1846.46;Concurso;0-10-1;ALMACENABLE;APàSITO MALLADO C/ OLIGOSACµRIDOS-1
E78950;10/05/21;456872/21;TR101;12;12;77.88;77.88;Compra menor;0-12-135;TRANSITO;ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17
E99807;10/05/21;455476/21;178565.7;50;10;47.19;235.95;Concurso;0-18-1;ALMACENABLE;APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6
F43585;10/05/21;456179/21;M8275096/10;10;10;1126.4;1126.4;Compra menor;0-11-112;TRANSITO;EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35
B41691;10/05/22;549806/22;400403;60;10;107.25;643.5;Compra menor;0-4-1;ALMACENABLE;SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16
C26183;10/05/22;550612/22;1494.00;350;350;169.4;169.4;Compra menor;0-18-1;ALMACENABLE;TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 1cm.-30
E64488;10/05/22;552272/22;284300;350;50;330.004125;2310.028875;Concurso;0-10-1;ALMACENABLE;APàSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3
E64543;10/05/22;551543/22;403770;20;5;12.1;48.4;Compra menor;0-14-24;TRANSITO;APOSITO DE HIDROFIBRA  / CINTA-18
E64663;10/05/22;549909/22;413568;205;5;26.399925;1082.396925;Concurso;0-18-1;ALMACENABLE;APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3
E65485;10/05/22;549884/22;33115;235;5;5.6529;265.6863;Concurso;0-10-1;ALMACENABLE;APOSITO DE HIDROCOLOIDE-3
F43580;10/05/22;552298/22;M8275051/5;10;5;412.5;825;Compra menor;0-18-105;TRANSITO;EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32
E64946;10/05/22;549887/22;34100;150;10;13.959;209.385;Concurso;0-4-1;ALMACENABLE;APOSITO DE ESPUMA POLIURETANO-8
E64946;10/05/22;549888/22;34100;300;10;13.959;418.77;Concurso;0-7-3;ALMACENABLE;APOSITO DE ESPUMA POLIURETANO-8
E64946;10/05/22;552275/22;34100;150;10;13.959;209.385;Concurso;0-10-1;ALMACENABLE;APOSITO DE ESPUMA POLIURETANO-8
E64983;10/05/22;551142/22;157027.7;1000;10;15.345;1534.5;Concurso;0-13-1;ALMACENABLE;APOSITO MALLADO C/ PARAFINA-38
E65486;10/05/22;549884/22;33110;300;10;4.6178;138.534;Concurso;0-10-1;ALMACENABLE;APOSITO DE HIDROCOLOIDE-6
E65894;10/05/22;551062/22;157028.4;800;10;34.98;2798.4;Concurso;0-7-3;ALMACENABLE;APOSITO MALLADO C/ PARAFINA-39
E73753;10/05/22;550181/22;MAP190;160;10;57.199643;915.194288;Concurso;0-18-1;ALMACENABLE;APOSITO C/ CARBON Y PLATA-4
E99807;10/05/22;550268/22;178565.7;70;10;47.19;330.33;Concurso;0-4-1;ALMACENABLE;APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6
F43581;10/05/22;550773/22;M8275052/10;10;10;880;880;Compra menor;0-7-8;TRANSITO;EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36
B40558;10/05/23;578184/23;400505;10;1;9.88899;98.8899;Concurso;0-10-163;TRANSITO;GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15
B41691;10/05/23;579709/23;400403;80;10;107.03;856.24;Concurso;0-4-1;ALMACENABLE;SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16
E64488;10/05/23;580212/23;284300;330;30;198.002475;2178.027225;Concurso;0-8--1;ALMACENABLE;APàSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3
E64764;10/05/23;579986/23;37147;3200;640;78.0032;390.016;Compra menor;0-13-1;ALMACENABLE;APàSITO ABSORBENTE C/ ADHESIVO-22
E64983;10/05/23;580157/23;157027.7;290;10;15.345;445.005;Compra menor;0-8--1;ALMACENABLE;APOSITO MALLADO C/ PARAFINA-38
E65056;10/05/23;579781/23;33533;240;3;0.989571;79.16568;Compra menor;0-8--1;ALMACENABLE;APOSITO DE HIDROCOLOIDE-9
E65486;10/05/23;579775/23;33110;300;10;4.6178;138.534;Compra menor;0-13-1;ALMACENABLE;APOSITO DE HIDROCOLOIDE-6
E65894;10/05/23;580157/23;157028.4;220;10;34.98;769.56;Compra menor;0-8--1;ALMACENABLE;APOSITO MALLADO C/ PARAFINA-39
E78950;10/05/23;580756/23;423289;12;12;77.88;77.88;Compra menor;0-12-64;TRANSITO;ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17
E99808;10/05/23;580645/23;178567.1;10;10;62.59;62.59;Compra menor;0-15-41;TRANSITO;APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3
E64488;10/06/15;465669/15;284300;300;50;441.639;2649.834;Concurso;0-18-1;ALMACENABLE;APàSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3
B40558;10/06/16;593686/16;400505;8;1;9.9;79.2;Compra menor;0-18-61;TRANSITO;GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15
E64898;10/06/16;593749/16;0037447;350;350;577.5;577.5;Concurso;0-11-118;TRANSITO;APàSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21
E64663;10/06/19;512558/19;413568;175;5;26.950275;943.259625;Concurso;0-18-1;ALMACENABLE;APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3
E64544;10/06/19;512552/19;420621;200;10;42.9;858;Compra menor;0-10-1;ALMACENABLE;APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10
E64751;10/06/19;512213/19;1624W;2000;400;44;220;Compra menor;0-18-1;ALMACENABLE;APàSITO TRANSPARENTE ADHESIVO-24
E64764;10/06/19;512889/19;37147;3840;640;60.69888;364.19328;Concurso;0-18-1;ALMACENABLE;APàSITO ABSORBENTE C/ ADHESIVO-22
E67835;10/06/19;513264/19;66974941;200;100;20.37037;40.74074;Compra menor;0-10-1;ALMACENABLE;APOSITO ABSORBENTE S/ ADHESIVO-25
E78950;10/06/19;513193/19;TR101;12;12;77.88;77.88;Compra menor;0-12-146;TRANSITO;ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17
E64946;10/06/20;610662/20;66800248;210;10;16.5;346.5;Concurso;0-10-1;ALMACENABLE;APOSITO DE ESPUMA POLIURETANO-8
E65056;10/06/20;610237/20;33533;213;3;1.28271;91.07241;Compra menor;0-18-1;ALMACENABLE;APOSITO DE HIDROCOLOIDE-9
E73753;10/06/20;610283/20;MAP190;190;10;61.40211;1166.64009;Concurso;0-18-1;ALMACENABLE;APOSITO C/ CARBON Y PLATA-4
B41691;10/06/21;578955/21;400403;70;10;107.25;750.75;Compra menor;0-18-1;ALMACENABLE;SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16
E64932;10/06/21;579870/21;7311;80;40;30.822;61.644;Concurso;0-18-1;ALMACENABLE;HIDROGEL-37
E64983;10/06/21;579712/21;157027.7;500;10;15.345;767.25;Concurso;0-13-1;ALMACENABLE;APOSITO MALLADO C/ PARAFINA-38
E85769;10/06/21;579264/21;33435;60;10;20.899808;125.398848;Concurso;0-4-1;ALMACENABLE;APàSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13
E99807;10/06/21;580973/21;178565.7;120;10;47.19;566.28;Concurso;0-10-1;ALMACENABLE;APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6
B41691;10/06/22;700738/22;400403;110;10;134.431;1478.741;Compra menor;0-10-1;ALMACENABLE;SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16
E64488;10/06/22;701306/22;284300;660;30;198.002475;4356.05445;Concurso;0-10-1;ALMACENABLE;APàSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3
E64543;10/06/22;700364/22;403770;20;5;12.1;48.4;Compra menor;0-14-56;TRANSITO;APOSITO DE HIDROFIBRA  / CINTA-18
F50071;10/06/22;701985/22;421554;5;5;114.95;114.95;Compra menor;0-11-112;TRANSITO;APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26
E64983;10/06/22;701126/22;157027.7;200;10;15.345;306.9;Concurso;0-10-1;ALMACENABLE;APOSITO MALLADO C/ PARAFINA-38
E64983;10/06/22;701128/22;157027.7;250;10;15.345;383.625;Concurso;0-4-1;ALMACENABLE;APOSITO MALLADO C/ PARAFINA-38
E64983;10/06/22;701130/22;157027.7;80;10;15.345;122.76;Concurso;0-0-2;ALMACENABLE;APOSITO MALLADO C/ PARAFINA-38
E64983;10/06/22;701134/22;157027.7;600;10;15.345;920.7;Concurso;0-13-1;ALMACENABLE;APOSITO MALLADO C/ PARAFINA-38
E65201;10/06/22;700798/22;3760;110;10;12.87;141.57;Concurso;0-10-1;ALMACENABLE;APOSITO DE ALGINATO C/ PLATA-6
E65894;10/06/22;701126/22;157028.4;200;10;34.98;699.6;Concurso;0-10-1;ALMACENABLE;APOSITO MALLADO C/ PARAFINA-39
E65894;10/06/22;701126/22;157028.4;280;10;34.98;979.44;Concurso;0-10-1;ALMACENABLE;APOSITO MALLADO C/ PARAFINA-39
E69682;10/06/22;701126/22;166680.2;110;10;131.89;1450.79;Concurso;0-10-1;ALMACENABLE;APàSITO MALLADO C/ OLIGOSACµRIDOS-1
E85758;10/06/22;700798/22;33436;340;10;27.280155;927.52527;Concurso;0-10-1;ALMACENABLE;APàSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14
E99807;10/06/22;701125/22;178565.7;60;10;47.19;283.14;Concurso;0-18-1;ALMACENABLE;APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6
E99807;10/06/22;701126/22;178565.7;100;10;47.19;471.9;Concurso;0-10-1;ALMACENABLE;APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6
E99808;10/06/22;697707/22;178567.1;10;10;62.595;62.595;Concurso;0-14-21;TRANSITO;APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3
E99808;10/06/22;697708/22;178567.1;50;10;62.595;312.975;Concurso;0-14-24;TRANSITO;APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3
E99808;10/06/22;697709/22;178567.1;30;10;62.595;187.785;Concurso;0-14-20;TRANSITO;APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3
E99808;10/06/22;697710/22;178567.1;100;10;62.595;625.95;Concurso;0-15-16;TRANSITO;APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3
E99808;10/06/22;697711/22;178567.1;60;10;62.595;375.57;Concurso;0-14-56;TRANSITO;APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3
E66071;10/07/15;627931/15;420680;150;10;20.9;313.5;Compra menor;0-10-1;ALMACENABLE;APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12
E69682;10/07/17;519998/17;166680.2;30;10;132;396;Compra menor;0-0-2;ALMACENABLE;APàSITO MALLADO C/ OLIGOSACµRIDOS-1
B41691;10/07/18;614263/18;400403;40;10;102.802;411.208;Compra menor;0-4-1;ALMACENABLE;SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16
E67462;10/07/18;613198/18;155486.4;50;5;32.78;327.8;Compra menor;0-12-100;;APOSITO DE HIDROCOLOIDE C/ PLATA-5
E64764;10/07/18;614520/18;37147;2560;640;60.69888;242.79552;Concurso;0-18-1;ALMACENABLE;APàSITO ABSORBENTE C/ ADHESIVO-22
E69682;10/07/18;614609/18;166680.2;50;10;132;660;Compra menor;0-10-1;ALMACENABLE;APàSITO MALLADO C/ OLIGOSACµRIDOS-1
E78950;10/07/18;615512/18;TR101;12;12;77.88;77.88;Compra menor;0-12-135;TRANSITO;ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17
E99807;10/07/18;614605/18;178565.7;100;10;47.3;473;Compra menor;0-0-2;ALMACENABLE;APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6
E99808;10/07/18;615128/18;178567.1;10;10;62.7;62.7;Compra menor;0-10-149;TRANSITO;APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3
B41691;10/07/19;628919/19;400403;80;10;102.802;822.416;Compra menor;0-0-2;ALMACENABLE;SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16
B41691;10/07/19;628920/19;400403;110;10;102.802;1130.822;Compra menor;0-10-1;ALMACENABLE;SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16
E64488;10/07/19;632242/19;284300;50;50;354.754125;354.754125;Concurso;0-0-2;ALMACENABLE;APàSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3
E64932;10/07/19;631507/19;39001;60;5;5.24537;62.94444;Compra menor;0-4-1;ALMACENABLE;HIDROGEL-37
E65485;10/07/19;629080/19;33115;285;5;6.599996;376.199772;Concurso;0-10-1;ALMACENABLE;APOSITO DE HIDROCOLOIDE-3
E64663;10/07/19;629122/19;413568;100;100;539.0055;539.0055;Concurso;0-0-2;ALMACENABLE;APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3
E64765;10/07/19;629296/19;37167;480;480;83.96784;83.96784;Concurso;0-10-1;ALMACENABLE;APàSITO ABSORBENTE C/ ADHESIVO-23
E64765;10/07/19;631647/19;37167;960;480;83.96784;167.93568;Concurso;0-18-1;ALMACENABLE;APàSITO ABSORBENTE C/ ADHESIVO-23
E64946;10/07/19;632509/19;66800248;120;60;99;198;Concurso;0-4-1;ALMACENABLE;APOSITO DE ESPUMA POLIURETANO-8
E65056;10/07/19;631507/19;33533;90;3;1.28271;38.4813;Compra menor;0-4-1;ALMACENABLE;APOSITO DE HIDROCOLOIDE-9
E65509;10/07/19;632077/19;161445.2;320;10;53.888999;1724.447968;Concurso;0-10-1;ALMACENABLE;APOSITO DE FIBRAS DE POLIACRILATO-3
E66071;10/07/19;629123/19;420680;150;10;20.9;313.5;Compra menor;0-10-1;ALMACENABLE;APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12
E69682;10/07/19;632074/19;166680.2;20;10;132;264;Compra menor;0-0-2;ALMACENABLE;APàSITO MALLADO C/ OLIGOSACµRIDOS-1
E99807;10/07/19;632076/19;178565.7;110;10;47.3;520.3;Compra menor;0-10-1;ALMACENABLE;APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6
