CODIGO,FECHAPEDIDO,NUMERO,REFERENCIA,CANTIDADCOMPRA,UNIDADESCONSUMOCONTENIDAS,PRECIO,IMPORTELINEA,TIPOCOMPRA,ORIGEN,TGL,PRODUCTO
E73753,2023-09-02,160149/23,MAP190,360,10,57.199643,2059.187148,Concurso,0-10-1,ALMACENABLE,APOSITO C/ CARBON Y PLATA-4
E78950,2023-09-02,160829/23,423289,12,12,77.88,77.88,Compra menor,0-13-183,TRANSITO,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17
E85758,2023-09-02,159549/23,33436,350,10,27.280155,954.805425,Concurso,0-10-1,ALMACENABLE,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14
E85758,2023-09-02,159553/23,33436,90,10,27.280155,245.521395,Concurso,0-18-1,ALMACENABLE,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14
E85769,2023-09-02,159549/23,33435,20,10,20.899808,41.799616,Concurso,0-10-1,ALMACENABLE,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13
F46843,2023-09-02,157155/23,66802004,2,1,165.0,330.0,Compra menor,0-11-113,TRANSITO,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-28
F46846,2023-09-02,157155/23,66802003,2,1,154.0,308.0,Compra menor,0-11-113,TRANSITO,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27
E64543,2023-09-03,285947/23,403770,80,5,12.1,193.6,Compra menor,0-14-12,TRANSITO,APOSITO DE HIDROFIBRA  / CINTA-18
E66071,2023-09-03,289977/23,420680,200,10,18.59,371.8,Compra menor,0-0-2,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12
B40558,2023-09-05,574472/23,400505,2,1,9.88899,19.77798,Concurso,0-11-112,TRANSITO,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15
B40558,2023-09-05,574473/23,400505,6,1,9.88899,59.33394,Concurso,0-11-110,TRANSITO,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15
E65056,2023-09-05,575552/23,33533,1080,3,0.989571,356.24556,Compra menor,0-0-2,ALMACENABLE,APOSITO DE HIDROCOLOIDE-9
E65486,2023-09-05,574673/23,33110,300,10,4.6178,138.534,Compra menor,0-8--1,ALMACENABLE,APOSITO DE HIDROCOLOIDE-6
E67835,2023-09-05,575558/23,66974941,300,100,20.37037,61.11111,Compra menor,0-0-2,ALMACENABLE,APOSITO ABSORBENTE S/ ADHESIVO-25
E99808,2023-09-05,575816/23,178567.1,30,10,62.59,187.77,Compra menor,0-14-20,TRANSITO,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3
E99808,2023-09-05,574476/23,178567.1,20,10,62.59,125.18,Compra menor,0-12-123,TRANSITO,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3
F42922,2023-09-05,572527/23,409721,3,3,1633.22,1633.22,Compra menor,0-18-108,TRANSITO,EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29
F43325,2023-09-05,572527/23,409761,20,10,733.21,1466.42,Compra menor,0-18-108,TRANSITO,APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34
F43325,2023-09-05,575857/23,409761,10,10,733.21,733.21,Compra menor,0-1-111,TRANSITO,APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34
E64543,2023-09-06,719227/23,403770,50,5,12.1,121.0,Compra menor,0-18-178,TRANSITO,APOSITO DE HIDROFIBRA  / CINTA-18
E64663,2023-09-06,718420/23,413568,320,5,26.399925,1689.5952,Compra menor,0-8--1,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3
F43580,2023-09-06,718651/23,409729,10,5,437.02,874.04,Compra menor,0-18-105,TRANSITO,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32
F43580,2023-09-06,718298/23,409729,20,5,437.02,1748.08,Compra menor,0-18-104,TRANSITO,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32
F43581,2023-09-06,718298/23,409726,5,5,461.31,461.31,Compra menor,0-18-104,TRANSITO,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36
E78950,2023-09-06,718141/23,423289,12,12,77.88,77.88,Compra menor,0-12-135,TRANSITO,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17
E99807,2023-09-06,718813/23,178565.7,130,10,47.19,613.47,Compra menor,0-8--1,ALMACENABLE,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6
B41691,2023-09-08,970186/23,400403,100,10,107.03,1070.3,Concurso,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16
E64543,2023-09-08,969704/23,403770,30,5,12.1,72.6,Compra menor,0-11-189,TRANSITO,APOSITO DE HIDROFIBRA  / CINTA-18
E65485,2023-09-08,968396/23,33115,210,5,5.6529,237.4218,Compra menor,0-8--1,ALMACENABLE,APOSITO DE HIDROCOLOIDE-3
E64764,2023-09-08,968422/23,37147,1920,640,78.0032,234.0096,Compra menor,0-8--1,ALMACENABLE,APÓSITO ABSORBENTE C/ ADHESIVO-22
E64911,2023-09-08,970183/23,20701,300,300,766.128,766.128,Concurso,0-0-2,ALMACENABLE,APOSITO C/ CARBON Y PLATA-6
E64932,2023-09-08,970162/23,7311,120,40,30.822,92.466,Compra menor,0-0-2,ALMACENABLE,HIDROGEL-37
E65056,2023-09-08,970161/23,33533,1260,3,0.989571,415.61982,Compra menor,0-0-2,ALMACENABLE,APOSITO DE HIDROCOLOIDE-9
E65201,2023-09-08,968396/23,3760,110,10,12.87,141.57,Compra menor,0-8--1,ALMACENABLE,APOSITO DE ALGINATO C/ PLATA-6
E69682,2023-09-08,970156/23,166680.2,30,10,131.89,395.67,Compra menor,0-0-2,ALMACENABLE,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1
E85769,2023-09-08,970161/23,33435,110,10,20.899808,229.897888,Compra menor,0-0-2,ALMACENABLE,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13
E85769,2023-09-08,968396/23,33435,50,10,20.899808,104.49904,Compra menor,0-8--1,ALMACENABLE,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13
E99807,2023-09-08,968463/23,178565.7,110,10,47.19,519.09,Compra menor,0-8--1,ALMACENABLE,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6
E64544,2023-09-10,1247854/23,420621,120,10,42.349958,508.199496,Compra menor,0-7-3,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10
E64663,2023-09-10,1247854/23,413568,500,100,527.9985,2639.9925,Compra menor,0-7-3,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3
E64764,2023-09-10,1247944/23,37147,3200,640,78.0032,390.016,Compra menor,0-7-3,ALMACENABLE,APÓSITO ABSORBENTE C/ ADHESIVO-22
B40558,2023-10-01,21861/23,400505,2,1,13.189,26.378,Compra menor,0-11-112,TRANSITO,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15
B40558,2023-10-01,21866/23,400505,6,1,13.189,79.134,Compra menor,0-11-110,TRANSITO,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15
E64543,2023-10-01,19424/23,403770,20,5,12.1,48.4,Compra menor,0-15-27,TRANSITO,APOSITO DE HIDROFIBRA  / CINTA-18
E64983,2023-10-01,22138/23,157027.7,380,10,15.345,583.11,Compra menor,0-10-1,ALMACENABLE,APOSITO MALLADO C/ PARAFINA-38
E66071,2023-10-01,22514/23,420680,510,10,18.59,948.09,Compra menor,0-10-1,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12
E73753,2023-10-01,22516/23,MAP190,370,10,57.199643,2116.386791,Concurso,0-10-1,ALMACENABLE,APOSITO C/ CARBON Y PLATA-4
E78950,2023-10-01,18059/23,423289,12,12,77.88,77.88,Compra menor,0-7-91,TRANSITO,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17
E64543,2023-10-02,162801/23,403770,20,5,12.1,48.4,Compra menor,0-14-56,TRANSITO,APOSITO DE HIDROFIBRA  / CINTA-18
E65485,2023-10-02,164803/23,33115,205,5,5.6529,231.7689,Concurso,0-10-1,ALMACENABLE,APOSITO DE HIDROCOLOIDE-3
E65485,2023-10-02,164808/23,33115,45,5,5.6529,50.8761,Concurso,0-18-1,ALMACENABLE,APOSITO DE HIDROCOLOIDE-3
E64751,2023-10-02,166260/23,4628,2000,2000,198.000012,198.000012,Concurso,0-0-2,ALMACENABLE,APÓSITO TRANSPARENTE ADHESIVO-24
E64765,2023-10-02,165166/23,0037167,1120,560,97.944,195.888,Compra menor,0-18-1,ALMACENABLE,APÓSITO ABSORBENTE C/ ADHESIVO-23
E65509,2023-10-02,165331/23,161445.2,100,10,53.68,536.8,Compra menor,0-0-2,ALMACENABLE,APOSITO DE FIBRAS DE POLIACRILATO-3
E78950,2023-10-02,166031/23,423289,24,12,77.88,155.76,Compra menor,0-7-89,TRANSITO,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17
E99808,2023-10-02,162923/23,178567.1,60,10,62.59,375.54,Compra menor,0-14-56,TRANSITO,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3
F44200,2023-10-02,167078/23,421551,5,1,111.1022,555.511,Compra menor,0-11-112,TRANSITO,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40
B40558,2023-10-03,293472/23,400505,5,1,9.88899,49.44495,Concurso,0-18-172,TRANSITO,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15
B41691,2023-10-03,293529/23,400403,70,10,107.03,749.21,Concurso,0-4-1,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16
E64543,2023-10-03,291331/23,403770,10,5,12.1,24.2,Compra menor,0-14-56,TRANSITO,APOSITO DE HIDROFIBRA  / CINTA-18
F43580,2023-10-03,292885/23,409729,10,5,437.02,874.04,Compra menor,0-11-113,TRANSITO,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32
F43581,2023-10-03,297779/23,409726,15,5,461.31,1383.93,Compra menor,0-6-75,TRANSITO,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36
F43581,2023-10-03,292885/23,409726,5,5,461.31,461.31,Compra menor,0-11-113,TRANSITO,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36
E64983,2023-10-03,293771/23,157027.7,290,10,15.345,445.005,Compra menor,0-18-1,ALMACENABLE,APOSITO MALLADO C/ PARAFINA-38
E99808,2023-10-03,295600/23,178567.1,50,10,62.59,312.95,Compra menor,0-14-43,TRANSITO,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3
E99808,2023-10-03,297780/23,178567.1,10,10,62.59,62.59,Compra menor,0-6-75,TRANSITO,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3
E99808,2023-10-03,291323/23,178567.1,120,10,62.59,751.08,Compra menor,0-14-56,TRANSITO,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3
E99808,2023-10-03,294286/23,178567.1,20,10,62.59,125.18,Compra menor,0-15-29,TRANSITO,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3
E64544,2023-10-04,442585/23,420621,380,10,42.349958,1609.298404,Compra menor,0-8--1,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10
E64764,2023-10-04,439590/23,37147,3840,640,78.0032,468.0192,Compra menor,0-18-1,ALMACENABLE,APÓSITO ABSORBENTE C/ ADHESIVO-22
E64765,2023-10-04,439590/23,0037167,1120,560,104.412,208.824,Compra menor,0-18-1,ALMACENABLE,APÓSITO ABSORBENTE C/ ADHESIVO-23
E65007,2023-10-04,439517/23,20415,100,50,235.51,471.02,Compra menor,0-8--1,ALMACENABLE,APOSITO DE ESPUMA POLIURETANO / SACRO-11
E65894,2023-10-04,442133/23,157028.4,1000,10,34.98,3498.0,Compra menor,0-7-3,ALMACENABLE,APOSITO MALLADO C/ PARAFINA-39
E66071,2023-10-04,439459/23,420680,500,10,18.59,929.5,Compra menor,0-8--1,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12
E85758,2023-10-04,439448/23,33436,630,10,27.280155,1718.649765,Compra menor,0-8--1,ALMACENABLE,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14
E99807,2023-10-04,439738/23,178565.7,300,10,47.19,1415.7,Compra menor,0-13-1,ALMACENABLE,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6
F44200,2023-10-04,441579/23,421551,2,1,111.1022,222.2044,Compra menor,0-10-155,TRANSITO,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40
F46846,2023-10-04,439328/23,66802003,4,1,154.0,616.0,Compra menor,0-18-107,TRANSITO,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27
B40558,2023-10-05,578184/23,400505,10,1,9.88899,98.8899,Concurso,0-10-163,TRANSITO,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15
B41691,2023-10-05,579709/23,400403,80,10,107.03,856.24,Concurso,0-4-1,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16
E64488,2023-10-05,580212/23,284300,330,30,198.002475,2178.027225,Concurso,0-8--1,ALMACENABLE,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3
E64764,2023-10-05,579986/23,37147,3200,640,78.0032,390.016,Compra menor,0-13-1,ALMACENABLE,APÓSITO ABSORBENTE C/ ADHESIVO-22
E64983,2023-10-05,580157/23,157027.7,290,10,15.345,445.005,Compra menor,0-8--1,ALMACENABLE,APOSITO MALLADO C/ PARAFINA-38
E65056,2023-10-05,579781/23,33533,240,3,0.989571,79.16568,Compra menor,0-8--1,ALMACENABLE,APOSITO DE HIDROCOLOIDE-9
E65486,2023-10-05,579775/23,33110,300,10,4.6178,138.534,Compra menor,0-13-1,ALMACENABLE,APOSITO DE HIDROCOLOIDE-6
E65894,2023-10-05,580157/23,157028.4,220,10,34.98,769.56,Compra menor,0-8--1,ALMACENABLE,APOSITO MALLADO C/ PARAFINA-39
E78950,2023-10-05,580756/23,423289,12,12,77.88,77.88,Compra menor,0-12-64,TRANSITO,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17
E99808,2023-10-05,580645/23,178567.1,10,10,62.59,62.59,Compra menor,0-15-41,TRANSITO,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3
B40558,2023-10-07,846881/23,400505,10,1,9.88899,98.8899,Concurso,0-18-71,TRANSITO,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15
B40558,2023-10-07,846882/23,400505,5,1,9.88899,49.44495,Concurso,0-18-105,TRANSITO,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15
B40558,2023-10-07,843973/23,1001,40,20,163.9,327.8,Compra menor,0-7-87,TRANSITO,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15
B41691,2023-10-07,844064/23,400403,100,10,107.03,1070.3,Concurso,0-7-3,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16
E64488,2023-10-07,846684/23,284300,60,30,198.002475,396.00495,Concurso,0-0-2,ALMACENABLE,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3
E64543,2023-10-07,846438/23,403770,15,5,12.1,36.3,Compra menor,0-15-15,TRANSITO,APOSITO DE HIDROFIBRA  / CINTA-18
E64543,2023-10-07,845822/23,403770,25,5,12.1,60.5,Compra menor,0-12-123,TRANSITO,APOSITO DE HIDROFIBRA  / CINTA-18
E70130,2023-10-07,846762/23,187662,75,5,11.99,179.85,Compra menor,0-8--1,ALMACENABLE,APOSITO DE HIDROCOLOIDE-7
F43331,2023-10-07,845831/23,ULTVFL05MD,5,5,577.5,577.5,Compra menor,0-11-112,TRANSITO,EQ. DE PRESION NEGATIVA CON INSTILACIÓN-33
F43580,2023-10-07,845067/23,409729,30,5,474.1627,2844.9762,Compra menor,0-18-105,TRANSITO,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32
F43580,2023-10-07,845831/23,M8275051/5,5,5,412.5,412.5,Compra menor,0-11-112,TRANSITO,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32
F43581,2023-10-07,845067/23,409726,15,5,500.5194,1501.5582,Compra menor,0-18-105,TRANSITO,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36
E64911,2023-10-07,846687/23,20701,600,300,766.128,1532.256,Concurso,0-8--1,ALMACENABLE,APOSITO C/ CARBON Y PLATA-6
E64932,2023-10-07,846731/23,7311,120,40,30.822,92.466,Compra menor,0-0-2,ALMACENABLE,HIDROGEL-37
E64940,2023-10-07,844362/23,291010,140,70,227.15154,454.30308,Concurso,0-0-2,ALMACENABLE,APOSITO MALLADO C/ SILICONA-0
E65894,2023-10-07,846755/23,157028.4,450,10,34.98,1574.1,Compra menor,0-8--1,ALMACENABLE,APOSITO MALLADO C/ PARAFINA-39
E66071,2023-10-07,846717/23,420680,200,10,18.59,371.8,Compra menor,0-0-2,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12
E99807,2023-10-07,846755/23,178565.7,220,10,47.19,1038.18,Compra menor,0-8--1,ALMACENABLE,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6
E99808,2023-10-07,846437/23,178567.1,30,10,62.59,187.77,Compra menor,0-15-15,TRANSITO,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3
E99808,2023-10-07,841914/23,178567.1,30,10,62.59,187.77,Compra menor,0-12-131,TRANSITO,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3
F43325,2023-10-07,845067/23,409761,20,10,795.5275,1591.055,Compra menor,0-18-105,TRANSITO,APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34
F43585,2023-10-07,845814/23,M8275096/10,10,10,1126.4,1126.4,Compra menor,0-10-155,TRANSITO,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35
C56207,2023-10-08,971344/23,1492.00,350,350,108.4545,108.4545,Compra menor,0-7-3,ALMACENABLE,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 2cm.-31
F43581,2023-10-08,973981/23,409726,5,5,500.5194,500.5194,Compra menor,0-1-150,TRANSITO,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36
E64663,2023-10-08,971222/23,413568,500,100,527.9985,2639.9925,Compra menor,0-7-3,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3
E64765,2023-10-08,973506/23,0037167,560,560,104.412,104.412,Compra menor,0-8--1,ALMACENABLE,APÓSITO ABSORBENTE C/ ADHESIVO-23
E64932,2023-10-08,971321/23,7311,600,40,30.822,462.33,Compra menor,0-7-3,ALMACENABLE,HIDROGEL-37
E64983,2023-10-08,971281/23,157027.7,1600,160,245.52,2455.2,Compra menor,0-7-3,ALMACENABLE,APOSITO MALLADO C/ PARAFINA-38
E65056,2023-10-08,971224/23,33533,600,3,0.989571,197.9142,Compra menor,0-7-3,ALMACENABLE,APOSITO DE HIDROCOLOIDE-9
E65201,2023-10-08,971224/23,3760,400,10,12.87,514.8,Compra menor,0-7-3,ALMACENABLE,APOSITO DE ALGINATO C/ PLATA-6
E65486,2023-10-08,971224/23,33110,200,10,4.6178,92.356,Compra menor,0-7-3,ALMACENABLE,APOSITO DE HIDROCOLOIDE-6
E66071,2023-10-08,973488/23,420680,520,10,18.59,966.68,Compra menor,0-8--1,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12
E66071,2023-10-08,971223/23,420680,3600,180,334.62,6692.4,Compra menor,0-7-3,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12
E70130,2023-10-08,971995/23,187662,200,50,119.9,479.6,Compra menor,0-7-3,ALMACENABLE,APOSITO DE HIDROCOLOIDE-7
E99807,2023-10-08,971281/23,178565.7,500,10,47.19,2359.5,Compra menor,0-7-3,ALMACENABLE,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6
E99808,2023-10-08,973048/23,178567.1,50,10,62.59,312.95,Compra menor,0-15-17,TRANSITO,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3
E65485,2023-10-10,1252996/23,33115,205,5,5.6529,231.7689,Compra menor,0-8--1,ALMACENABLE,APOSITO DE HIDROCOLOIDE-3
E65509,2023-10-10,1253073/23,161445.2,200,10,53.68,1073.6,Compra menor,0-8--1,ALMACENABLE,APOSITO DE FIBRAS DE POLIACRILATO-3
E78950,2023-10-10,1249807/23,423289,12,12,77.88,77.88,Compra menor,0-4-184,TRANSITO,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17
E99808,2023-10-10,1249207/23,178567.1,30,10,62.59,187.77,Compra menor,0-15-58,TRANSITO,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3
F46846,2023-10-10,1252040/23,66802003,4,1,154.0,616.0,Compra menor,0-11-171,TRANSITO,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27
E64488,2023-11-01,28091/23,284300,690,30,198.002475,4554.056925,Concurso,0-10-1,ALMACENABLE,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3
E64544,2023-11-01,27687/23,420621,100,10,42.349958,423.49958,Compra menor,0-0-2,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10
E64543,2023-11-01,23830/23,403770,15,5,12.1,36.3,Compra menor,0-15-15,TRANSITO,APOSITO DE HIDROFIBRA  / CINTA-18
E64663,2023-11-01,27685/23,413568,325,5,26.399925,1715.995125,Compra menor,0-10-1,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3
E64750,2023-11-01,28266/23,4630,800,50,13.749996,219.999936,Concurso,0-10-1,ALMACENABLE,APÓSITO TRANSPARENTE ADHESIVO-20
E64764,2023-11-01,27887/23,37147,640,640,73.92,73.92,Compra menor,0-10-1,ALMACENABLE,APÓSITO ABSORBENTE C/ ADHESIVO-22
E64911,2023-11-01,27840/23,20701,600,300,766.128,1532.256,Concurso,0-10-1,ALMACENABLE,APOSITO C/ CARBON Y PLATA-6
E65056,2023-11-01,28629/23,33533,180,3,0.989571,59.37426,Concurso,0-4-1,ALMACENABLE,APOSITO DE HIDROCOLOIDE-9
E65201,2023-11-01,27613/23,3760,110,10,12.87,141.57,Concurso,0-10-1,ALMACENABLE,APOSITO DE ALGINATO C/ PLATA-6
E65894,2023-11-01,28099/23,157028.4,220,10,34.98,769.56,Compra menor,0-10-1,ALMACENABLE,APOSITO MALLADO C/ PARAFINA-39
E65894,2023-11-01,28099/23,157028.4,310,10,34.98,1084.38,Compra menor,0-10-1,ALMACENABLE,APOSITO MALLADO C/ PARAFINA-39
E69682,2023-11-01,28099/23,166680.2,100,10,131.89,1318.9,Compra menor,0-10-1,ALMACENABLE,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1
E85758,2023-11-01,27613/23,33436,300,10,27.280155,818.40465,Concurso,0-10-1,ALMACENABLE,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14
E85758,2023-11-01,27613/23,33436,320,10,27.280155,872.96496,Concurso,0-10-1,ALMACENABLE,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14
E85769,2023-11-01,27613/23,33435,20,10,20.899808,41.799616,Concurso,0-10-1,ALMACENABLE,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13
E99807,2023-11-01,28129/23,178565.7,200,10,47.19,943.8,Compra menor,0-0-2,ALMACENABLE,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6
E99808,2023-11-01,28840/23,178567.1,10,10,62.59,62.59,Compra menor,0-15-41,TRANSITO,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3
B40558,2023-11-02,167679/23,400505,10,1,13.189,131.89,Compra menor,0-18-61,TRANSITO,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15
B41691,2023-11-02,167658/23,400403,100,10,134.431,1344.31,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16
E64663,2023-11-02,167655/23,413568,200,100,527.9985,1055.997,Compra menor,0-0-2,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3
E69682,2023-11-02,167647/23,166680.2,40,10,131.89,527.56,Compra menor,0-0-2,ALMACENABLE,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1
B41691,2023-11-04,448273/23,400403,210,10,107.03,2247.63,Concurso,0-8--1,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16
E64543,2023-11-04,443173/23,403770,20,5,12.1,48.4,Compra menor,0-4-111,TRANSITO,APOSITO DE HIDROFIBRA  / CINTA-18
E64543,2023-11-04,448506/23,403770,15,5,12.1,36.3,Compra menor,0-15-15,TRANSITO,APOSITO DE HIDROFIBRA  / CINTA-18
E64946,2023-11-04,448118/23,34100,100,10,13.959,139.59,Compra menor,0-0-2,ALMACENABLE,APOSITO DE ESPUMA POLIURETANO-8
E65056,2023-11-04,447138/23,33533,201,3,0.989571,66.301257,Compra menor,0-8--1,ALMACENABLE,APOSITO DE HIDROCOLOIDE-9
E65509,2023-11-04,448123/23,161445.2,100,10,53.68,536.8,Compra menor,0-0-2,ALMACENABLE,APOSITO DE FIBRAS DE POLIACRILATO-3
E66071,2023-11-04,447936/23,420680,700,10,18.59,1301.3,Compra menor,0-8--1,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12
E99808,2023-11-04,447837/23,178567.1,10,10,62.59,62.59,Compra menor,0-11-113,TRANSITO,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3
E64544,2023-11-05,585290/23,420621,340,10,42.349958,1439.898572,Compra menor,0-8--1,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10
E64543,2023-11-05,587057/23,403770,10,5,12.1,24.2,Compra menor,0-12-167,TRANSITO,APOSITO DE HIDROFIBRA  / CINTA-18
E64663,2023-11-05,586553/23,413568,300,100,527.9985,1583.9955,Compra menor,0-13-1,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3
E64751,2023-11-05,587017/23,4628,1800,100,9.900001,178.200018,Concurso,0-0-2,ALMACENABLE,APÓSITO TRANSPARENTE ADHESIVO-24
E64946,2023-11-05,585219/23,34100,180,10,13.959,251.262,Compra menor,0-4-1,ALMACENABLE,APOSITO DE ESPUMA POLIURETANO-8
E65201,2023-11-05,585206/23,3760,100,10,12.87,128.7,Compra menor,0-8--1,ALMACENABLE,APOSITO DE ALGINATO C/ PLATA-6
