CODIGO,FECHAPEDIDO,NUMERO,REFERENCIA,CANTIDADCOMPRA,UNIDADESCONSUMOCONTENIDAS,PRECIO,IMPORTELINEA,TIPOCOMPRA,ORIGEN,TGL,PRODUCTO
E73753,2015-02-07,608156/15,MAP190,250,50,319.0,1595.0,Compra menor,0-18-1,ALMACENABLE,APOSITO C/ CARBON Y PLATA-4
B40558,2018-02-07,590285/18,400505,8,1,9.9,79.2,Compra menor,0-17-162,TRANSITO,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15
B41691,2018-02-07,590107/18,400403,60,10,102.802,616.812,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16
E65485,2018-02-07,590197/18,33115,300,5,6.599996,395.99976,Concurso,0-10-1,ALMACENABLE,APOSITO DE HIDROCOLOIDE-3
E65056,2018-02-07,590191/18,33533,120,3,1.8513,74.052,Compra menor,0-4-1,ALMACENABLE,APOSITO DE HIDROCOLOIDE-9
E65056,2018-02-07,590194/18,33533,207,3,1.8513,127.7397,Compra menor,0-18-1,ALMACENABLE,APOSITO DE HIDROCOLOIDE-9
E65159,2018-02-07,590400/18,281 421,2000,1000,10.461204,20.922408,Compra menor,0-4-1,ALMACENABLE,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19
E78950,2018-02-07,590291/18,TR101,12,12,77.88,77.88,Compra menor,0-18-109,TRANSITO,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17
E85769,2018-02-07,590184/18,33435,60,10,21.23,127.38,Compra menor,0-0-2,ALMACENABLE,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13
B41691,2019-02-07,600890/19,400403,100,10,102.802,1028.02,Compra menor,0-10-1,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16
E78950,2019-02-07,603850/19,TR101,12,12,77.88,77.88,Compra menor,0-12-135,TRANSITO,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17
B41691,2020-02-07,695436/20,400403,80,10,102.802,822.416,Compra menor,0-18-1,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16
E64663,2020-02-07,695707/20,413568,330,5,26.950275,1778.71815,Compra menor,0-18-1,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3
E64544,2020-02-07,693074/20,420621,250,10,42.9,1072.5,Compra menor,0-10-1,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10
E64750,2020-02-07,695182/20,1626W,600,200,61.6,184.8,Compra menor,0-18-1,ALMACENABLE,APÓSITO TRANSPARENTE ADHESIVO-20
E64751,2020-02-07,695186/20,1624W,1600,400,44.0,176.0,Compra menor,0-10-1,ALMACENABLE,APÓSITO TRANSPARENTE ADHESIVO-24
E65007,2020-02-07,693084/20,20415,100,50,215.325,430.65,Compra menor,0-10-1,ALMACENABLE,APOSITO DE ESPUMA POLIURETANO / SACRO-11
E65894,2020-02-07,695917/20,157028.4,280,10,35.189001,985.292028,Compra menor,0-18-1,ALMACENABLE,APOSITO MALLADO C/ PARAFINA-39
E66071,2020-02-07,693074/20,420680,120,10,20.9,250.8,Compra menor,0-10-1,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12
E85758,2020-02-07,695693/20,33436,60,10,28.16,168.96,Compra menor,0-18-1,ALMACENABLE,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14
E99807,2020-02-07,695917/20,178565.7,50,10,47.3,236.5,Compra menor,0-18-1,ALMACENABLE,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6
B40558,2021-02-07,672050/21,400505,10,1,11.22,112.2,Compra menor,0-10-163,TRANSITO,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15
B40558,2021-02-07,672066/21,400505,2,1,11.22,22.44,Compra menor,0-11-67,TRANSITO,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15
B41691,2021-02-07,670698/21,400403,110,10,107.25,1179.75,Compra menor,0-10-1,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16
E64543,2021-02-07,672043/21,403770,25,5,12.1,60.5,Compra menor,0-12-123,TRANSITO,APOSITO DE HIDROFIBRA  / CINTA-18
F43580,2021-02-07,672354/21,409729,10,5,324.148,648.296,Compra menor,1-2-59,TRANSITO,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32
F43581,2021-02-07,672105/21,M8275052/5,5,5,440.0,440.0,Compra menor,0-12-166,TRANSITO,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36
E64544,2021-02-07,670858/21,420621,150,10,42.349958,635.24937,Concurso,0-10-1,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10
E78950,2021-02-07,672515/21,TR101,12,12,77.88,77.88,Compra menor,0-18-109,TRANSITO,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17
F46846,2021-02-07,672081/21,66802003,4,1,154.0,616.0,Compra menor,0-11-115,TRANSITO,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27
E64932,2016-02-08,731139/16,39001,60,5,5.24537,62.94444,Compra menor,0-4-1,ALMACENABLE,HIDROGEL-37
E65056,2016-02-08,730384/16,3533,273,3,1.8513,168.4683,Compra menor,0-18-1,ALMACENABLE,APOSITO DE HIDROCOLOIDE-9
E66071,2016-02-08,728964/16,420680,200,10,20.9,418.0,Compra menor,0-0-2,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12
E69682,2016-02-08,730580/16,166680.2,20,10,132.0,264.0,Compra menor,0-10-1,ALMACENABLE,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1
B41691,2017-02-08,572362/17,400403,50,10,102.802,514.01,Compra menor,0-10-1,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16
E64663,2017-02-08,572400/17,413568,200,100,539.0055,1078.011,Concurso,0-0-2,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3
E64764,2017-02-08,572415/17,37147,1280,640,68.288,136.576,Compra menor,0-0-2,ALMACENABLE,APÓSITO ABSORBENTE C/ ADHESIVO-22
E65056,2017-02-08,572382/17,33533,60,3,1.8513,37.026,Compra menor,0-10-1,ALMACENABLE,APOSITO DE HIDROCOLOIDE-9
E65159,2017-02-08,572425/17,281 421,4000,1000,10.461204,41.844816,Compra menor,0-18-1,ALMACENABLE,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19
E65486,2017-02-08,574474/17,33110,700,10,5.3416,373.912,Concurso,0-10-1,ALMACENABLE,APOSITO DE HIDROCOLOIDE-6
E64544,2018-02-08,820357/18,420621,220,10,42.9,943.8,Compra menor,0-10-1,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10
B40558,2019-02-08,707122/19,400505,10,1,9.9,99.0,Compra menor,0-18-109,TRANSITO,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15
E64543,2019-02-08,706874/19,403770,50,5,12.1,121.0,Compra menor,0-18-173,TRANSITO,APOSITO DE HIDROFIBRA  / CINTA-18
E64932,2019-02-08,706606/19,39001,100,5,5.24537,104.9074,Compra menor,0-0-2,ALMACENABLE,HIDROGEL-37
E64751,2019-02-08,706552/19,1624W,1600,400,44.0,176.0,Compra menor,0-10-1,ALMACENABLE,APÓSITO TRANSPARENTE ADHESIVO-24
E64946,2019-02-08,706849/19,66800248,160,10,16.5,264.0,Concurso,0-18-1,ALMACENABLE,APOSITO DE ESPUMA POLIURETANO-8
E66071,2019-02-08,706616/19,420680,500,10,20.9,1045.0,Compra menor,0-13-1,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12
E66071,2019-02-08,707583/19,420680,120,10,20.9,250.8,Compra menor,0-0-2,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12
E69682,2019-02-08,706734/19,166680.2,20,10,132.0,264.0,Compra menor,0-0-2,ALMACENABLE,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1
E69682,2019-02-08,706736/19,166680.2,80,10,132.0,1056.0,Compra menor,0-10-1,ALMACENABLE,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1
E99807,2019-02-08,706734/19,178565.7,100,10,47.3,473.0,Compra menor,0-0-2,ALMACENABLE,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6
F43580,2021-02-08,775002/21,M8275051/5,5,5,412.5,412.5,Compra menor,0-18-105,TRANSITO,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32
E78950,2021-02-08,775252/21,TR101,12,12,77.88,77.88,Compra menor,0-12-135,TRANSITO,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17
E78950,2021-02-08,774987/21,TR101,12,12,77.88,77.88,Compra menor,0-18-109,TRANSITO,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17
E64663,2022-02-08,929029/22,413568,235,5,26.399925,1240.796475,Concurso,0-18-1,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3
E65485,2022-02-08,928901/22,33115,75,5,5.6529,84.7935,Concurso,0-18-1,ALMACENABLE,APOSITO DE HIDROCOLOIDE-3
F43585,2022-02-08,928941/22,M8275098/5,5,5,510.4,510.4,Compra menor,0-11-112,TRANSITO,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35
E64544,2022-02-08,929031/22,420621,390,10,42.349958,1651.648362,Concurso,0-10-1,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10
E65056,2022-02-08,928901/22,33533,207,3,0.989571,68.280399,Concurso,0-18-1,ALMACENABLE,APOSITO DE HIDROCOLOIDE-9
E65486,2022-02-08,928916/22,33110,400,10,4.6178,184.712,Concurso,0-13-1,ALMACENABLE,APOSITO DE HIDROCOLOIDE-6
E65509,2022-02-08,929245/22,161445.2,70,10,53.68,375.76,Concurso,0-18-1,ALMACENABLE,APOSITO DE FIBRAS DE POLIACRILATO-3
E65894,2022-02-08,929245/22,157028.4,260,10,34.98,909.48,Concurso,0-18-1,ALMACENABLE,APOSITO MALLADO C/ PARAFINA-39
E78950,2022-02-08,928930/22,423289,12,12,77.88,77.88,Compra menor,0-12-135,TRANSITO,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17
E85758,2022-02-08,928901/22,33436,50,10,27.280155,136.400775,Concurso,0-18-1,ALMACENABLE,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14
E99807,2022-02-08,929245/22,178565.7,120,10,47.19,566.28,Concurso,0-18-1,ALMACENABLE,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6
E99808,2022-02-08,923022/22,178567.1,50,10,62.595,312.975,Concurso,0-15-17,TRANSITO,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3
E64543,2015-02-09,719508/15,403770,5,5,12.1,12.1,Compra menor,0-11-113,TRANSITO,APOSITO DE HIDROFIBRA  / CINTA-18
E64663,2016-02-09,793594/16,413568,160,5,26.950275,862.4088,Concurso,0-6-1,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3
E64932,2016-02-09,794886/16,39001,100,5,5.24537,104.9074,Compra menor,0-0-2,ALMACENABLE,HIDROGEL-37
E64751,2016-02-09,794480/16,1624W,1600,400,44.0,176.0,Compra menor,0-4-1,ALMACENABLE,APÓSITO TRANSPARENTE ADHESIVO-24
E64983,2016-02-09,794875/16,157027.7,200,10,17.259,345.18,Concurso,0-0-2,ALMACENABLE,APOSITO MALLADO C/ PARAFINA-38
E64983,2016-02-09,793623/16,157027.7,380,10,17.259,655.842,Concurso,0-6-1,ALMACENABLE,APOSITO MALLADO C/ PARAFINA-38
E65486,2016-02-09,794089/16,31100,650,10,5.3416,347.204,Concurso,0-10-1,ALMACENABLE,APOSITO DE HIDROCOLOIDE-6
E65894,2016-02-09,793623/16,157028.4,170,10,35.189001,598.213017,Concurso,0-6-1,ALMACENABLE,APOSITO MALLADO C/ PARAFINA-39
B40558,2019-02-09,774659/19,400505,5,1,9.9,49.5,Compra menor,0-10-127,TRANSITO,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15
B41691,2019-02-09,773964/19,400403,110,10,102.802,1130.822,Compra menor,0-10-1,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16
E64543,2019-02-09,771805/19,403770,20,5,12.1,48.4,Compra menor,0-4-111,TRANSITO,APOSITO DE HIDROFIBRA  / CINTA-18
E65486,2019-02-09,774106/19,33110,660,10,5.3416,352.5456,Concurso,0-10-1,ALMACENABLE,APOSITO DE HIDROCOLOIDE-6
E85758,2019-02-09,774104/19,33436,100,10,28.16,281.6,Compra menor,0-0-2,ALMACENABLE,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14
E85769,2019-02-09,774104/19,33435,60,10,21.23,127.38,Compra menor,0-0-2,ALMACENABLE,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13
E64488,2020-02-09,939652/20,284300,50,50,330.004125,330.004125,Concurso,0-0-2,ALMACENABLE,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3
E64544,2020-02-09,939370/20,420621,100,10,42.349958,423.49958,Concurso,0-0-2,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10
E64663,2020-02-09,939370/20,413568,200,100,527.9985,1055.997,Concurso,0-0-2,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3
E64751,2020-02-09,939608/20,4628,1600,100,9.900001,158.400016,Concurso,0-10-1,ALMACENABLE,APÓSITO TRANSPARENTE ADHESIVO-24
E65056,2020-02-09,939339/20,33533,78,3,0.989571,25.728846,Concurso,0-10-1,ALMACENABLE,APOSITO DE HIDROCOLOIDE-9
E66071,2020-02-09,939371/20,420680,1000,10,18.59,1859.0,Concurso,0-13-1,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12
E66071,2020-02-09,939372/20,420680,150,10,18.59,278.85,Concurso,0-10-1,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12
E67835,2020-02-09,939609/20,66974941,300,100,20.37037,61.11111,Compra menor,0-10-1,ALMACENABLE,APOSITO ABSORBENTE S/ ADHESIVO-25
E85758,2020-02-09,939343/20,33436,50,10,27.280155,136.400775,Concurso,0-18-1,ALMACENABLE,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14
E64544,2021-02-09,875698/21,420621,190,10,42.349958,804.649202,Concurso,0-10-1,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10
E64911,2021-02-09,875747/21,20701,1200,300,766.128,3064.512,Concurso,0-13-1,ALMACENABLE,APOSITO C/ CARBON Y PLATA-6
E66071,2021-02-09,875693/21,420680,1000,10,18.59,1859.0,Concurso,0-13-1,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12
B40558,2022-02-09,1075732/22,400505,10,1,13.189,131.89,Compra menor,0-11-134,TRANSITO,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15
E64543,2022-02-09,1075398/22,403770,20,5,12.1,48.4,Compra menor,0-15-27,TRANSITO,APOSITO DE HIDROFIBRA  / CINTA-18
E64663,2022-02-09,1074023/22,413568,255,5,26.399925,1346.396175,Concurso,0-18-1,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3
E65485,2022-02-09,1075112/22,33115,225,5,5.6529,254.3805,Concurso,0-10-1,ALMACENABLE,APOSITO DE HIDROCOLOIDE-3
E64750,2022-02-09,1074289/22,4630,850,50,13.749996,233.749932,Concurso,0-10-1,ALMACENABLE,APÓSITO TRANSPARENTE ADHESIVO-20
E64765,2022-02-09,1074061/22,1385,900,300,49.302,147.906,Concurso,0-18-1,ALMACENABLE,APÓSITO ABSORBENTE C/ ADHESIVO-23
E64911,2022-02-09,1074061/22,20701,600,300,766.128,1532.256,Concurso,0-18-1,ALMACENABLE,APOSITO C/ CARBON Y PLATA-6
E64983,2022-02-09,1074179/22,157027.7,350,10,15.345,537.075,Concurso,0-18-1,ALMACENABLE,APOSITO MALLADO C/ PARAFINA-38
E65509,2022-02-09,1074179/22,161445.2,70,10,53.68,375.76,Concurso,0-18-1,ALMACENABLE,APOSITO DE FIBRAS DE POLIACRILATO-3
E99807,2022-02-09,1074179/22,178565.7,120,10,47.19,566.28,Concurso,0-18-1,ALMACENABLE,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6
E99808,2022-02-09,1075388/22,178567.1,80,10,62.595,500.76,Concurso,0-15-27,TRANSITO,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3
E99808,2022-02-09,1075395/22,178567.1,30,10,62.595,187.785,Concurso,0-15-15,TRANSITO,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3
E99808,2022-02-09,1075246/22,178567.1,100,10,62.595,625.95,Concurso,0-14-44,TRANSITO,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3
F43325,2022-02-09,1072735/22,409761,20,10,581.9088,1163.8176,Compra menor,0-6-148,TRANSITO,APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34
B41691,2015-02-10,782284/15,400403,20,10,102.803729,205.607458,Compra menor,0-18-1,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16
C26183,2017-02-10,707737/17,1494.00,350,350,169.4,169.4,Compra menor,0-18-1,ALMACENABLE,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 1cm.-30
E66071,2017-02-10,707605/17,420680,660,10,20.9,1379.4,Compra menor,0-13-1,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12
B41691,2018-02-10,975411/18,400403,60,10,102.802,616.812,Compra menor,0-10-1,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16
E64543,2018-02-10,978055/18,403770,50,5,12.1,121.0,Compra menor,0-18-178,TRANSITO,APOSITO DE HIDROFIBRA  / CINTA-18
E64932,2018-02-10,975997/18,39001,300,5,5.24537,314.7222,Compra menor,0-13-1,ALMACENABLE,HIDROGEL-37
E64663,2018-02-10,976198/18,413568,100,100,539.0055,539.0055,Concurso,0-0-2,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3
E64750,2018-02-10,974832/18,1626W,800,200,61.6,246.4,Compra menor,0-10-1,ALMACENABLE,APÓSITO TRANSPARENTE ADHESIVO-20
E64765,2018-02-10,978168/18,37167,480,480,83.96784,83.96784,Concurso,0-0-2,ALMACENABLE,APÓSITO ABSORBENTE C/ ADHESIVO-23
E64983,2018-02-10,978270/18,157027.7,160,160,276.144,276.144,Concurso,0-4-1,ALMACENABLE,APOSITO MALLADO C/ PARAFINA-38
E65056,2018-02-10,976003/18,33533,60,3,1.8513,37.026,Compra menor,0-10-1,ALMACENABLE,APOSITO DE HIDROCOLOIDE-9
E66071,2018-02-10,976192/18,420680,600,10,20.9,1254.0,Compra menor,0-13-1,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12
E70130,2018-02-10,976190/18,187662,200,50,126.5,506.0,Concurso,0-13-1,ALMACENABLE,APOSITO DE HIDROCOLOIDE-7
B40558,2019-02-10,876755/19,400505,10,1,9.9,99.0,Compra menor,0-18-61,TRANSITO,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15
B41691,2019-02-10,876209/19,400403,80,10,102.802,822.416,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16
E64488,2019-02-10,875863/19,284300,50,50,354.754125,354.754125,Concurso,0-0-2,ALMACENABLE,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3
E64543,2019-02-10,876497/19,403770,50,5,12.1,121.0,Compra menor,0-18-178,TRANSITO,APOSITO DE HIDROFIBRA  / CINTA-18
E64932,2019-02-10,876352/19,39001,100,5,5.24537,104.9074,Compra menor,0-0-2,ALMACENABLE,HIDROGEL-37
F50071,2019-02-10,873778/19,421554,10,5,114.95,229.9,Compra menor,0-11-151,TRANSITO,APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26
E65056,2019-02-10,876354/19,33533,234,3,1.28271,100.05138,Compra menor,0-18-1,ALMACENABLE,APOSITO DE HIDROCOLOIDE-9
E66071,2019-02-10,876324/19,420680,120,10,20.9,250.8,Compra menor,0-10-1,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12
E69682,2019-02-10,875930/19,166680.2,30,10,132.0,396.0,Compra menor,0-0-2,ALMACENABLE,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1
E70130,2019-02-10,876323/19,187662,50,50,126.5,126.5,Concurso,0-0-2,ALMACENABLE,APOSITO DE HIDROCOLOIDE-7
F46846,2019-02-10,875544/19,66802003,2,1,154.0,308.0,Compra menor,0-10-65,TRANSITO,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27
B40558,2020-02-10,1043195/20,400505,2,1,9.9,19.8,Compra menor,0-11-112,TRANSITO,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15
E64543,2020-02-10,1043193/20,403770,10,5,12.1,24.2,Compra menor,0-11-112,TRANSITO,APOSITO DE HIDROFIBRA  / CINTA-18
E65007,2020-02-10,1044516/20,20415,100,50,215.325,430.65,Compra menor,0-10-1,ALMACENABLE,APOSITO DE ESPUMA POLIURETANO / SACRO-11
E65159,2020-02-10,1043063/20,281 421,6000,1000,10.461204,62.767224,Compra menor,0-18-1,ALMACENABLE,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19
E65486,2020-02-10,1042873/20,33110,610,10,4.6178,281.6858,Concurso,0-10-1,ALMACENABLE,APOSITO DE HIDROCOLOIDE-6
E66071,2020-02-10,1042881/20,420680,120,10,18.59,223.08,Concurso,0-10-1,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12
F44200,2020-02-10,1043199/20,421551,5,1,111.1022,555.511,Compra menor,0-11-151,TRANSITO,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40
F46846,2020-02-10,1043198/20,66802003,4,1,154.0,616.0,Compra menor,0-11-151,TRANSITO,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27
E64663,2016-02-11,1002444/16,413568,210,5,26.950275,1131.91155,Concurso,0-10-1,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3
E65894,2016-02-11,1002716/16,157028.4,160,10,35.189001,563.024016,Concurso,0-6-1,ALMACENABLE,APOSITO MALLADO C/ PARAFINA-39
B41691,2017-02-11,820856/17,400403,30,10,102.802,308.406,Compra menor,0-4-1,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16
E64932,2017-02-11,820565/17,39001,100,5,5.24537,104.9074,Compra menor,0-0-2,ALMACENABLE,HIDROGEL-37
E64898,2017-02-11,819686/17,0037447,350,350,577.5,577.5,Concurso,0-6-95,TRANSITO,APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21
E64983,2017-02-11,820868/17,157027.7,1000,10,17.259,1725.9,Concurso,0-13-1,ALMACENABLE,APOSITO MALLADO C/ PARAFINA-38
E65509,2017-02-11,820623/17,161445.2,100,10,53.888999,538.88999,Concurso,0-0-2,ALMACENABLE,APOSITO DE FIBRAS DE POLIACRILATO-3
E66071,2017-02-11,820825/17,420680,180,10,20.9,376.2,Compra menor,0-10-1,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12
E66071,2017-02-11,820563/17,420680,240,10,20.9,501.6,Compra menor,0-0-2,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12
B41691,2018-02-11,1062647/18,400403,30,10,102.802,308.406,Compra menor,0-4-1,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16
E64932,2018-02-11,1062733/18,39001,300,5,5.24537,314.7222,Compra menor,0-13-1,ALMACENABLE,HIDROGEL-37
E64750,2018-02-11,1064343/18,1626W,600,200,61.6,184.8,Compra menor,0-18-1,ALMACENABLE,APÓSITO TRANSPARENTE ADHESIVO-20
E64940,2018-02-11,1063185/18,291010,490,70,231.00462,1617.03234,Concurso,0-10-1,ALMACENABLE,APOSITO MALLADO C/ SILICONA-0
E64946,2018-02-11,1064389/18,66800248,70,10,16.5,115.5,Concurso,0-4-1,ALMACENABLE,APOSITO DE ESPUMA POLIURETANO-8
E65159,2018-02-11,1063187/18,281 421,7000,1000,10.461204,73.228428,Compra menor,0-10-1,ALMACENABLE,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19
E66071,2018-02-11,1062738/18,420680,600,10,20.9,1254.0,Compra menor,0-13-1,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12
E99807,2018-02-11,1064391/18,178565.7,60,10,47.3,283.8,Compra menor,0-4-1,ALMACENABLE,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6
F43580,2021-02-11,1088610/21,409729,10,5,324.148,648.296,Compra menor,0-18-105,TRANSITO,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32
E64983,2021-02-11,1092858/21,157027.7,120,10,15.345,184.14,Concurso,0-10-1,ALMACENABLE,APOSITO MALLADO C/ PARAFINA-38
E65056,2021-02-11,1092080/21,33533,69,3,0.989571,22.760133,Concurso,0-10-1,ALMACENABLE,APOSITO DE HIDROCOLOIDE-9
E65159,2021-02-11,1092688/21,281 421,7000,1000,10.461204,73.228428,Compra menor,0-10-1,ALMACENABLE,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19
E66071,2021-02-11,1092154/21,420680,130,10,18.59,241.67,Concurso,0-10-1,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12
E99807,2021-02-11,1092858/21,178565.7,100,10,47.19,471.9,Concurso,0-10-1,ALMACENABLE,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6
F44200,2021-02-11,1092015/21,421551,5,1,111.1022,555.511,Compra menor,0-11-112,TRANSITO,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40
E64932,2022-02-11,1335266/22,39001,300,5,5.24537,314.7222,Compra menor,0-13-1,ALMACENABLE,HIDROGEL-37
